posting_id,image,image_phash,title,label_group,category,label,title_len
train_1792335742,5926f7a2c2beba29492d75b83d73ccdc.jpg,a29fb5b1d3424d4c,Puzzle ada Knop di Bawahnya Ada Gambar Serupa (UPDATE 19 OKTOBER 2020) BANDUNG Angka Huruf dan Buah,3205175747,Mẹ & Bé,1,17
train_1697831536,578af0a737334455eef62eb94c88ec77.jpg,e4a613d94db22375,Amira Tunik | Daily Atasan Muslim | Best Seller,3325918244,Phụ kiện thời trang,3,9
train_1394887431,5d0b3b882646b0d529244cf6cbd64da4.jpg,bc3666996e8d2631,iPhone 8 256GB/64GB Fullset second mulus 100% original,4082305570,Điện tử,9,8
train_1090536099,38b44df47889337ee01f3e207a520943.jpg,ca4831b9b79678a5,CELANA PENDEK PRIA RIP// COMBADD TWILL SIZE 27-38,3089499175,Thời trang,7,8
train_2252401861,6bf4d2d98e30618245ca202c0484f8cf.jpg,fe4ac1342d81367e,Panci Listrik,1226500780,Nhà cửa & Đời sống,2,2
train_2226730653,17cad17ddd518c95faba15621386f0de.jpg,e896858797969a96,Long neck man black - Sweater pria - Rajut katun,447873549,Thời trang,7,10
train_4219442185,706b7eb93cb17efb574c96f155be5f2a.jpg,bb9ece68b56090a3,WAKAI FULL BLACK/HITAM POLOS,153046498,Thời trang,7,4
train_2527649848,c45bf4cbc00f2e25e3e6c002bc02fc6b.jpg,e0059c7affb0e087,(COD) TAS JELLY MATTE KOTAK DIAMOND SIZE 18 (GRATIS BONEKA & SYAL),2051620736,Phụ kiện thời trang,3,12
train_3132640497,8a5539295973aa449442770ea21101b5.jpg,b362cc8cb3b09c57,Baju baseball NY hitam list putih,3094586045,Nhà cửa & Đời sống,2,6
train_1739787394,7d72b4b2ff90e703643e41212bb04992.jpg,bce5c11ab3e46c19,MOMOGI SNACK ALL VARIAN ISI 20 PCS @8GRAM,3565319599,Thực phẩm & Đồ uống,8,8
train_830247605,ce1704dffdd27882af817310f20d67bc.jpg,dbc2c3359c119dca,Rak Dinding Dapur Kitchen Rack Bumbu Gantung Aluminium Anti Karat,2325096265,Thực phẩm & Đồ uống,8,10
train_330917563,e5a8d1a326cbe84946b14375d4d3bfbe.jpg,bb9dc3e1049e3da0,TATA GLOW LUXURY (PAKET PENGELUPASAN) CREAM PEMUTIH WAJAH,3798148356,Sắc đẹp,4,8
train_2589156613,2fe996c622d50f8a049f1fe11a8bdfc0.jpg,b81c09c366354eef,Obat Stres Ikan Hobie Fishes Isi 10 Kaplet Obat Ikan Hilang Nafsu Makan,3785800752,Sức khỏe,5,13
train_3927311015,1e18a78ae84efa692ead678c8ff989b7.jpg,a5a183878b8b93f6,Vitamin IPI C Rasa Jeruk,2945967054,Sức khỏe,5,5
train_3885701274,08b688dee042bd64067f2f6748097478.jpg,f2da8dd225da24c6,Minyak Telon My Baby All Varian,3211692097,Mẹ & Bé,1,6
train_4103887113,9666d4e08e3674954df5d3726fd018fc.jpg,f6dae024e7d12ca8,CUKUR NOVA TRIMMER NS-216 / ALAT CUKUR RAMBUT JENGGOT NS216 SB,3580263851,Nhà cửa & Đời sống,2,11
train_770266648,9de569f4a9d29734c9f5975722dcef38.jpg,ae6cc19374cfc099,Indomilk kaleng putih 370gr,642625383,Thực phẩm & Đồ uống,8,4
train_1088209506,63a89734e48ebabfb430425438c14f7f.jpg,b331cccc999a3333,CETAPHIL Moisturizing Cream 100g,109743541,Sắc đẹp,4,4
train_419821150,67e0aec74d7c925c8242bc086b4541a3.jpg,95e17af55214aa95,SARUNG TANGAN CUCI PIRING BERSIH KAIN ANTI MINYAK ANTI AIR SPON CUCI PIRING PRAKTIS TERMURAH,3170475874,Phụ kiện thời trang,3,15
train_494405797,444c81ff8b6661f1b5defdd8d71b859b.jpg,d169de8a255de42c,Gas hi - cook / Tabung gas portable / Gas kaleng / Gas hi cook murah,3199187864,Điện tử,9,16
train_3915633881,7c53f07a57d95242bd2ca6417504f961.jpg,bcaba59741f07c88,Pelindung Kabel 3 Warna - Cord Protector Tone Pelapis Kabel Headset,1176228392,Điện tử,9,11
train_2522709456,b1f22db2a0b34cc8ee6d2bebbe66a2b1.jpg,a19a86ed9339d683,MAYONETTE Masker Kain Headloop Hijab Premium Cotton 3 Ply Non Medis High Quality Halus READY,767922365,Sắc đẹp,4,15
